0.360118,0.37057,0.379543,0.387072,0.393209,0.398024,0.401598,0.404026,0.405408,0.405851,0.405465,0.404359,0.402641,0.400412,0.397769,0.394799,0.391583,0.388191,0.384685,0.381119,0.377537,0.373978,0.370475,0.367056,0.363747,0.36057,0.357549,0.354707,0.352068,0.349656,0.347499,0.345623,0.344055,0.342822,0.341948,0.341452,0.341351,0.341651,0.342354,0.343448,0.344914,0.346718,0.348816,0.351151,0.353654,0.356246,0.358839,0.361336,0.363636,0.365636,0.367232,0.368324,0.368818,0.36863,0.367689,0.365938,0.363338,0.35987,0.355534,0.350354,0.344373,0.33766,0.330301,0.322402,0.314088,0.305497,0.29678,0.288095,0.279608,0.271484,0.263886,0.256971,0.250886,0.245763,0.241721,0.238855,0.237239,0.236924,0.237933,0.240261,0.243878,0.248721,0.254704,0.261713,0.269607,0.278226,0.287387,0.29689,0.306525,0.316067,0.325291,0.333966,0.341866,0.348774,0.354481,0.358796,0.361547,0.362584,0.361783,0.359048,0.35431
0.37018,0.380713,0.389741,0.397301,0.403448,0.408255,0.411808,0.414203,0.415546,0.415948,0.415524,0.414386,0.412647,0.410413,0.407783,0.404849,0.401695,0.398394,0.395009,0.391596,0.388202,0.384865,0.381618,0.378489,0.375503,0.372683,0.370048,0.367621,0.365424,0.363479,0.361809,0.36044,0.359396,0.3587,0.358373,0.358433,0.358892,0.359756,0.361021,0.362675,0.364694,0.367043,0.369675,0.37253,0.375536,0.378613,0.381668,0.384603,0.387315,0.389697,0.391645,0.393056,0.393834,0.393895,0.393166,0.39159,0.389126,0.385755,0.381479,0.37632,0.370324,0.363558,0.356111,0.348089,0.339617,0.330836,0.321897,0.31296,0.304189,0.295751,0.28781,0.280522,0.274034,0.26848,0.263977,0.26062,0.258485,0.257621,0.258052,0.259774,0.262756,0.26694,0.272238,0.278539,0.285705,0.293578,0.301979,0.310711,0.319566,0.328326,0.336767,0.344664,0.351796,0.357947,0.362915,0.366512,0.368569,0.368939,0.367501,0.36416,0.358853
0.378743,0.389323,0.398375,0.405938,0.412071,0.416849,0.42036,0.422707,0.423998,0.42435,0.42388,0.422707,0.420946,0.418708,0.416096,0.413206,0.410123,0.406925,0.403677,0.400436,0.39725,0.394158,0.391194,0.388384,0.385752,0.383321,0.381108,0.379133,0.377416,0.375977,0.374837,0.374017,0.373539,0.373423,0.373688,0.374348,0.375412,0.376883,0.378754,0.381011,0.383627,0.386564,0.389771,0.393187,0.396738,0.400338,0.403895,0.407307,0.410468,0.413271,0.415608,0.417374,0.418474,0.41882,0.418339,0.416972,0.41468,0.411443,0.407261,0.402159,0.396181,0.389396,0.381892,0.373778,0.365179,0.356236,0.347099,0.33793,0.328893,0.320155,0.311879,0.304221,0.297328,0.291333,0.286351,0.282479,0.279791,0.278337,0.27814,0.279197,0.281479,0.284927,0.289457,0.294959,0.301301,0.308325,0.315857,0.323706,0.331668,0.33953,0.347074,0.35408,0.360333,0.365623,0.369752,0.372537,0.373814,0.373441,0.371299,0.367298,0.361375
0.385845,0.396439,0.405485,0.413025,0.419119,0.423846,0.427298,0.42958,0.430807,0.431097,0.430574,0.429359,0.427574,0.425332,0.42274,0.419899,0.416896,0.413811,0.410713,0.407659,0.404698,0.401871,0.39921,0.396743,0.394492,0.392476,0.390715,0.389223,0.388019,0.387119,0.386543,0.386308,0.386433,0.386935,0.387829,0.389127,0.390834,0.392951,0.395467,0.398366,0.401617,0.40518,0.409001,0.413016,0.417148,0.421311,0.425406,0.429333,0.432981,0.436241,0.439004,0.441163,0.442621,0.443289,0.443093,0.441974,0.439891,0.436823,0.432773,0.427763,0.42184,0.415071,0.407546,0.399373,0.390678,0.381602,0.372295,0.362919,0.353638,0.344616,0.336017,0.327997,0.3207,0.314258,0.308786,0.30438,0.301112,0.299031,0.298162,0.298501,0.300021,0.302664,0.306349,0.310969,0.316393,0.322471,0.329033,0.335893,0.342853,0.349708,0.356244,0.362251,0.367518,0.371844,0.375036,0.376919,0.377333,0.376142,0.373232,0.368516,0.361934
0.391545,0.402121,0.411133,0.418622,0.424653,0.429308,0.432682,0.434884,0.436032,0.43625,0.435664,0.434403,0.432589,0.430341,0.427771,0.424981,0.422063,0.419099,0.416158,0.413302,0.41058,0.408032,0.405692,0.403585,0.401734,0.400157,0.398868,0.397883,0.397217,0.396883,0.396898,0.397276,0.398032,0.399181,0.400735,0.402701,0.405083,0.407876,0.41107,0.414643,0.418562,0.422784,0.427252,0.4319,0.436649,0.441407,0.446077,0.450553,0.454723,0.458477,0.461702,0.464291,0.466144,0.467172,0.467298,0.466463,0.464627,0.461768,0.457886,0.453007,0.447176,0.44046,0.43295,0.424754,0.415997,0.406821,0.397375,0.387819,0.378317,0.369034,0.360129,0.351758,0.344063,0.337175,0.331207,0.326252,0.322383,0.319648,0.318069,0.317646,0.31835,0.320127,0.322898,0.326558,0.330983,0.336025,0.341522,0.347295,0.353152,0.358895,0.364321,0.369224,0.373405,0.376669,0.378833,0.379726,0.379198,0.377117,0.373376,0.367891,0.360607
0.395915,0.406445,0.415393,0.422807,0.428753,0.433315,0.436593,0.438698,0.439755,0.439889,0.439233,0.437917,0.436069,0.433813,0.431262,0.428524,0.425692,0.422852,0.420075,0.417423,0.414947,0.412688,0.410679,0.408945,0.407507,0.40638,0.40558,0.405118,0.405006,0.405256,0.405879,0.406888,0.408296,0.410112,0.412346,0.415002,0.41808,0.421575,0.425469,0.429741,0.434353,0.439261,0.444404,0.449714,0.455107,0.460492,0.465767,0.470824,0.475551,0.479832,0.483554,0.486608,0.488892,0.490316,0.490802,0.490291,0.488739,0.486126,0.482453,0.477743,0.472043,0.465419,0.457962,0.44978,0.440998,0.431755,0.422203,0.412499,0.402805,0.393284,0.384096,0.37539,0.36731,0.359983,0.353518,0.34801,0.343526,0.340115,0.3378,0.336578,0.336423,0.337282,0.339078,0.341712,0.345064,0.348992,0.353339,0.357935,0.362597,0.367135,0.371354,0.37506,0.378061,0.380173,0.381221,0.381044,0.379499,0.376461,0.37183,0.365526,0.3575
0.399045,0.409499,0.41836,0.425675,0.431513,0.435963,0.439127,0.441122,0.442073,0.442112,0.441375,0.439996,0.438109,0.435839,0.433304,0.430615,0.427869,0.425153,0.42254,0.420095,0.417868,0.415901,0.414226,0.412869,0.411849,0.41118,0.410874,0.410941,0.41139,0.41223,0.413471,0.41512,0.417187,0.41968,0.422605,0.425962,0.42975,0.433957,0.438568,0.443553,0.448876,0.454488,0.460326,0.466319,0.472381,0.478418,0.484325,0.489992,0.495304,0.500143,0.504395,0.507947,0.510698,0.512553,0.513436,0.513284,0.512056,0.509728,0.506302,0.501801,0.496271,0.489778,0.482414,0.474284,0.465515,0.456244,0.446621,0.436803,0.426949,0.41722,0.407773,0.398757,0.390309,0.382555,0.375603,0.369542,0.364441,0.360343,0.357273,0.355227,0.354179,0.35408,0.354854,0.356408,0.358624,0.36137,0.364496,0.367838,0.371224,0.374473,0.377401,0.379825,0.381563,0.382441,0.382295,0.380974,0.378343,0.374287,0.36871,0.361542,0.352735
0.401034,0.411387,0.420136,0.42733,0.433042,0.437362,0.440396,0.442265,0.443098,0.44303,0.442202,0.440753,0.438818,0.436527,0.434003,0.431359,0.428694,0.426097,0.423646,0.421403,0.419422,0.417744,0.416402,0.415419,0.414813,0.414598,0.414783,0.415376,0.416383,0.41781,0.419664,0.42195,0.424674,0.427842,0.431456,0.435514,0.440011,0.444934,0.450264,0.455969,0.462011,0.468336,0.474881,0.481571,0.488318,0.495024,0.501584,0.507884,0.513807,0.519232,0.524042,0.528124,0.531373,0.533694,0.535009,0.535254,0.534385,0.532381,0.529241,0.524988,0.519667,0.513346,0.506113,0.498076,0.489359,0.480099,0.470444,0.460548,0.45057,0.440668,0.430994,0.421694,0.412904,0.404745,0.397321,0.39072,0.385005,0.380221,0.376388,0.373505,0.371544,0.370459,0.370177,0.370609,0.371643,0.373154,0.374998,0.377023,0.379066,0.380956,0.382521,0.38359,0.383992,0.383565,0.382157,0.379626,0.37585,0.37072,0.36415,0.356075,0.346455
0.401989,0.412219,0.420834,0.427888,0.433455,0.437629,0.440519,0.442249,0.442952,0.442767,0.441839,0.440309,0.438317,0.435999,0.433478,0.43087,0.428278,0.425795,0.423496,0.421448,0.419704,0.418306,0.417285,0.416665,0.416462,0.416688,0.417351,0.418455,0.420005,0.422003,0.424455,0.427362,0.430729,0.434556,0.438845,0.44359,0.448785,0.454414,0.460455,0.466875,0.473631,0.480669,0.487923,0.495315,0.502754,0.510142,0.517369,0.524319,0.530872,0.536905,0.542299,0.546938,0.550714,0.553533,0.555312,0.555987,0.555514,0.55387,0.551053,0.547087,0.542015,0.535905,0.528844,0.520941,0.512317,0.503108,0.493461,0.483529,0.473466,0.463427,0.453562,0.444014,0.434913,0.426377,0.418507,0.411386,0.405075,0.399615,0.395026,0.391304,0.388425,0.38634,0.384983,0.384267,0.384088,0.384325,0.384846,0.385506,0.386153,0.386629,0.386774,0.386428,0.385435,0.383645,0.380917,0.377123,0.372149,0.365899,0.358294,0.349277,0.338813
0.402024,0.41211,0.420574,0.427471,0.432879,0.436892,0.439625,0.441204,0.441766,0.441454,0.440415,0.438795,0.436739,0.434383,0.431855,0.429274,0.426746,0.424363,0.422206,0.420339,0.418817,0.417682,0.416965,0.416689,0.416868,0.417513,0.418629,0.420219,0.422284,0.424827,0.427848,0.431348,0.435327,0.439785,0.444721,0.450128,0.455995,0.462306,0.469037,0.476152,0.483607,0.491346,0.4993,0.50739,0.515521,0.523593,0.531493,0.539103,0.546299,0.552958,0.558955,0.564173,0.568503,0.571846,0.574119,0.575257,0.575213,0.573963,0.571506,0.567863,0.563078,0.557218,0.55037,0.54264,0.534151,0.525035,0.515439,0.505512,0.495406,0.485273,0.475259,0.465503,0.45613,0.447255,0.438973,0.431362,0.424482,0.418371,0.413044,0.408498,0.404708,0.401627,0.399192,0.397319,0.395911,0.394855,0.394027,0.393292,0.392509,0.391533,0.390216,0.388413,0.38598,0.382781,0.378689,0.373588,0.367377,0.359969,0.351296,0.341308,0.329977
