X,Y
0.232295,0.902729
0.299303,0.841957
0.306478,0.773833
0.286505,0.732115
0.260509,0.710896
0.232295,0.695729
0.189975,0.69148
0.129581,0.716355
0.0896367,0.796082
0.133547,0.885644
0.232295,0.902729
