X,Y
0.52317,0.467005
0.52319,0.466945
0.523209,0.466885
0.523226,0.466823
0.523243,0.46676
0.523258,0.466696
0.523273,0.466631
0.523286,0.466565
0.523298,0.466498
0.523309,0.46643
0.523318,0.466361
0.523326,0.466291
0.523333,0.46622
0.523338,0.466147
0.523342,0.466073
0.523344,0.465999
0.523345,0.465923
0.523343,0.465845
0.523341,0.465767
0.523336,0.465688
0.52333,0.465607
0.523321,0.465525
0.523311,0.465442
0.523299,0.465357
0.523285,0.465271
0.523269,0.465184
0.52325,0.465096
0.52323,0.465006
0.523207,0.464915
0.523182,0.464823
0.523155,0.464729
0.523126,0.464634
0.523094,0.464538
0.523059,0.46444
0.523022,0.464341
0.522983,0.464241
0.522941,0.464139
0.522896,0.464035
0.522849,0.46393
0.522799,0.463824
0.522746,0.463716
0.52269,0.463607
0.522632,0.463496
0.52257,0.463384
0.522506,0.46327
0.522438,0.463155
0.522367,0.463038
0.522294,0.462919
0.522217,0.462799
0.522136,0.462677
0.522053,0.462554
0.521966,0.462429
0.521876,0.462303
0.521782,0.462175
0.521685,0.462045
0.521585,0.461913
0.52148,0.46178
0.521373,0.461646
0.521261,0.461509
0.521146,0.461371
0.521027,0.461231
0.520904,0.461089
0.520777,0.460946
0.520647,0.4608
0.520512,0.460653
0.520374,0.460504
0.520231,0.460354
0.520084,0.460201
0.519933,0.460047
0.519778,0.459891
0.519619,0.459733
0.519455,0.459573
0.519287,0.459411
0.519115,0.459248
0.518938,0.459082
0.518756,0.458915
0.51857,0.458745
0.51838,0.458574
0.518185,0.4584
0.517985,0.458225
0.51778,0.458048
0.517571,0.457869
0.517357,0.457687
0.517138,0.457504
0.516915,0.45732
0.516688,0.457133
0.516456,0.456945
0.51622,0.456755
0.51598,0.456564
0.515736,0.456372
0.515489,0.456178
0.515237,0.455982
0.514982,0.455786
0.514724,0.455588
0.514461,0.455389
0.514196,0.455189
0.513927,0.454988
0.513655,0.454786
0.51338,0.454583
0.513101,0.45438
0.51282,0.454176
0.512536,0.453971
0.51225,0.453765
0.51196,0.453559
0.511668,0.453352
0.511374,0.453145
0.511078,0.452938
0.510779,0.45273
0.510478,0.452522
0.510175,0.452314
0.50987,0.452106
0.509563,0.451898
0.509254,0.45169
0.508944,0.451482
0.508632,0.451274
0.508319,0.451066
0.508004,0.450859
0.507688,0.450651
0.50737,0.450445
0.507052,0.450239
0.506733,0.450033
0.506412,0.449828
0.506091,0.449624
0.505769,0.44942
0.505447,0.449217
0.505124,0.449015
0.504801,0.448815
0.504477,0.448615
0.504153,0.448416
0.503829,0.448218
0.503505,0.448021
0.50318,0.447826
0.502856,0.447632
0.502533,0.447439
0.502209,0.447248
0.501886,0.447058
0.501564,0.44687
0.501242,0.446684
0.500921,0.446499
0.5006,0.446316
0.500281,0.446135
0.499963,0.445955
0.499645,0.445778
0.499329,0.445603
0.499014,0.445429
0.498701,0.445258
0.498389,0.445089
0.498078,0.444923
0.49777,0.444759
0.497463,0.444597
0.497157,0.444437
0.496854,0.444281
0.496553,0.444126
0.496254,0.443975
0.495957,0.443826
0.495663,0.44368
0.495371,0.443537
0.495081,0.443397
0.494794,0.44326
0.49451,0.443125
0.494229,0.442994
0.493951,0.442866
0.493675,0.442742
0.493403,0.44262
0.493134,0.442502
