0.565494,0.574707,0.581926,0.587252,0.590823,0.592809,0.593408,0.592832,0.591305,0.589051,0.58629,0.583226,0.580046,0.576912,0.573959,0.571293,0.568991,0.567101,0.565642,0.564614,0.563991,0.563734,0.563791,0.564103,0.564604,0.565231,0.56592,0.566614,0.567261,0.567817,0.568247,0.568523,0.568626,0.568547,0.568282,0.567834,0.567215,0.566441,0.565531,0.564513,0.563413,0.562264,0.561099,0.559953,0.558859,0.55785,0.556958,0.556208,0.555624,0.555223,0.555015,0.555005,0.55519,0.555559,0.556096,0.556778,0.557576,0.558458,0.559389,0.560333,0.561252,0.562111,0.562878,0.563524,0.564027,0.56437,0.564543,0.564546,0.564387,0.56408,0.563652,0.563137,0.562575,0.562015,0.561514,0.561129,0.560922,0.560952,0.561276,0.561945,0.562998,0.56446,0.566339,0.568623,0.571275,0.574233,0.577408,0.580686,0.583923,0.586954,0.589594,0.591641,0.592882,0.593104,0.592094,0.589653,0.5856,0.57978,0.572069,0.562382
0.574256,0.583575,0.590865,0.596227,0.599802,0.601762,0.602308,0.601656,0.600034,0.59767,0.594785,0.59159,0.588273,0.585,0.581909,0.579108,0.576676,0.574662,0.573089,0.571955,0.571238,0.570899,0.570888,0.571145,0.571608,0.572212,0.572897,0.573604,0.574285,0.574894,0.575398,0.575769,0.575988,0.576043,0.575932,0.575655,0.575221,0.574643,0.57394,0.573134,0.57225,0.571317,0.570365,0.569426,0.568533,0.567715,0.567004,0.566425,0.566,0.565749,0.565681,0.565802,0.56611,0.566597,0.567245,0.568034,0.568933,0.569912,0.570932,0.571958,0.572948,0.573867,0.574678,0.575351,0.575861,0.576187,0.576319,0.576254,0.575999,0.57557,0.574992,0.574302,0.573542,0.572766,0.572033,0.571405,0.570949,0.570729,0.570808,0.571241,0.572071,0.573328,0.575024,0.577147,0.579663,0.58251,0.5856,0.588815,0.59201,0.595017,0.597645,0.599689,0.600932,0.601154,0.600138,0.59768,0.593594,0.587721,0.579933,0.570143
0.581025,0.590415,0.597745,0.603119,0.60668,0.608601,0.609086,0.608353,0.606634,0.604158,0.601152,0.597828,0.594376,0.590965,0.587735,0.584798,0.582232,0.58009,0.578395,0.577147,0.576325,0.575893,0.5758,0.57599,0.576402,0.576972,0.577641,0.578355,0.579063,0.579724,0.580303,0.580774,0.581117,0.58132,0.581378,0.58129,0.581064,0.580707,0.580237,0.57967,0.579028,0.578337,0.577623,0.576913,0.576239,0.575628,0.575108,0.574706,0.574445,0.574341,0.574408,0.574652,0.575073,0.575664,0.576409,0.577289,0.578275,0.579335,0.580432,0.581527,0.58258,0.58355,0.5844,0.585096,0.58561,0.58592,0.586012,0.585881,0.585533,0.584983,0.584258,0.583395,0.582439,0.581446,0.580479,0.579605,0.578895,0.57842,0.578246,0.578434,0.579032,0.580074,0.581574,0.583525,0.585894,0.588619,0.591613,0.594755,0.5979,0.600876,0.60349,0.605531,0.606779,0.607008,0.605999,0.603542,0.599446,0.593549,0.585721,0.575871
0.585918,0.595343,0.602687,0.608052,0.611582,0.613454,0.61387,0.613055,0.611238,0.608654,0.605529,0.602078,0.598495,0.59495,0.591583,0.588508,0.585807,0.583531,0.581707,0.580336,0.579399,0.578861,0.578673,0.578782,0.579127,0.57965,0.580291,0.581,0.581728,0.582435,0.583087,0.583659,0.584132,0.584493,0.584734,0.584853,0.584853,0.584741,0.584527,0.584224,0.583849,0.583423,0.582967,0.582507,0.582066,0.581673,0.581353,0.581131,0.581029,0.581067,0.581257,0.58161,0.582127,0.582802,0.583624,0.584574,0.585626,0.586748,0.587903,0.589052,0.590154,0.591166,0.592048,0.592764,0.593281,0.593575,0.59363,0.593439,0.593004,0.592341,0.591476,0.590447,0.589301,0.588096,0.5869,0.585783,0.584822,0.584092,0.583665,0.583605,0.583968,0.584789,0.586089,0.587861,0.590075,0.592672,0.595562,0.598626,0.601717,0.604659,0.607258,0.609299,0.610557,0.610804,0.609815,0.607377,0.603295,0.597404,0.58957,0.579701
0.589087,0.59852,0.605853,0.611191,0.614678,0.616493,0.616838,0.615939,0.614027,0.611339,0.608102,0.604532,0.600823,0.597147,0.593648,0.590437,0.587598,0.585186,0.583227,0.581725,0.580661,0.580003,0.579705,0.579716,0.579979,0.580436,0.581035,0.581724,0.58246,0.583203,0.583924,0.584595,0.5852,0.585724,0.586158,0.586498,0.586742,0.586893,0.586956,0.58694,0.586854,0.586714,0.586536,0.586339,0.586145,0.585977,0.585859,0.585814,0.585865,0.586031,0.586329,0.58677,0.587358,0.588093,0.588964,0.589957,0.591048,0.592207,0.593398,0.594582,0.595716,0.596758,0.597664,0.598394,0.598915,0.599197,0.59922,0.598976,0.598466,0.597701,0.596709,0.595526,0.594203,0.592799,0.591385,0.590036,0.588832,0.587854,0.587178,0.586876,0.587005,0.587608,0.588707,0.5903,0.592359,0.594825,0.59761,0.600595,0.60363,0.60654,0.609126,0.611171,0.612448,0.612723,0.611769,0.609368,0.605324,0.599467,0.591661,0.581811
0.590721,0.600136,0.60744,0.612738,0.616175,0.617928,0.618203,0.617224,0.615224,0.61244,0.609099,0.605419,0.601594,0.597796,0.594169,0.590826,0.587852,0.585301,0.583202,0.581559,0.580357,0.579565,0.57914,0.579035,0.579196,0.579569,0.580105,0.580756,0.581483,0.582249,0.583026,0.583791,0.584525,0.585213,0.585847,0.586417,0.586918,0.587349,0.587707,0.587996,0.588218,0.588382,0.588497,0.588577,0.588638,0.588699,0.588781,0.588906,0.589097,0.589375,0.589757,0.590259,0.590889,0.59165,0.592538,0.59354,0.594638,0.595803,0.597003,0.598199,0.599347,0.600404,0.601324,0.602065,0.602588,0.602862,0.602864,0.602579,0.602006,0.601157,0.600055,0.598739,0.597257,0.595674,0.59406,0.592495,0.591064,0.589852,0.588941,0.588406,0.588311,0.588703,0.589607,0.591026,0.592933,0.595273,0.597956,0.600865,0.603849,0.60673,0.609309,0.611366,0.612669,0.612985,0.612081,0.609737,0.605752,0.599955,0.592208,0.582412
0.591029,0.600409,0.607672,0.612922,0.616305,0.617999,0.618209,0.617159,0.615082,0.612214,0.608784,0.605008,0.601079,0.597171,0.593426,0.589958,0.586851,0.584162,0.581918,0.580127,0.578774,0.577833,0.577264,0.577021,0.577056,0.577321,0.577769,0.578359,0.579055,0.579824,0.580642,0.581487,0.582341,0.583191,0.584024,0.58483,0.585598,0.58632,0.586989,0.587599,0.588145,0.588628,0.589049,0.589415,0.589736,0.590026,0.590302,0.590587,0.5909,0.591266,0.591704,0.592234,0.59287,0.59362,0.594484,0.595457,0.596523,0.59766,0.598837,0.600017,0.601157,0.602212,0.603136,0.603883,0.60441,0.604683,0.604673,0.604363,0.603748,0.602835,0.601648,0.600222,0.598608,0.596869,0.595081,0.593324,0.591689,0.590264,0.589136,0.588387,0.588083,0.588277,0.588999,0.590254,0.592019,0.59424,0.59683,0.599669,0.602608,0.605469,0.608049,0.610127,0.61147,0.611839,0.611,0.60873,0.604827,0.599114,0.591453,0.581743
0.590239,0.599573,0.606788,0.611991,0.615324,0.616967,0.617123,0.616016,0.61388,0.610947,0.607447,0.603593,0.599579,0.595577,0.591727,0.588144,0.584912,0.582085,0.579695,0.577748,0.576234,0.575127,0.574391,0.573987,0.573869,0.573996,0.574326,0.574825,0.57546,0.576206,0.577041,0.577946,0.578907,0.579908,0.580936,0.581977,0.583016,0.584038,0.585028,0.585972,0.586856,0.58767,0.588407,0.589066,0.589649,0.590166,0.590628,0.591056,0.59147,0.591896,0.592358,0.592878,0.593478,0.594172,0.594968,0.595866,0.596858,0.597927,0.599045,0.600178,0.601285,0.602321,0.603237,0.603985,0.604519,0.604798,0.60479,0.604474,0.603839,0.60289,0.601645,0.600141,0.598426,0.596565,0.594632,0.592715,0.590904,0.589293,0.587975,0.587034,0.586543,0.586559,0.587116,0.588223,0.589859,0.591974,0.594481,0.597262,0.600168,0.603019,0.605611,0.607721,0.609115,0.609551,0.608792,0.606614,0.602811,0.597205,0.589654,0.580057
0.588585,0.597869,0.60504,0.610201,0.613496,0.615103,0.615224,0.614083,0.61191,0.608938,0.605393,0.601487,0.597412,0.593337,0.589402,0.585719,0.58237,0.579412,0.576874,0.574765,0.573075,0.571784,0.570859,0.570264,0.569961,0.569914,0.57009,0.57046,0.570998,0.571686,0.572506,0.573445,0.574489,0.575625,0.576836,0.578106,0.579416,0.580742,0.58206,0.583347,0.584579,0.585735,0.586797,0.587754,0.5886,0.589337,0.589975,0.590528,0.591019,0.591473,0.59192,0.592389,0.592907,0.593496,0.594174,0.594948,0.595819,0.596774,0.597794,0.598847,0.599895,0.600891,0.601787,0.602531,0.603074,0.60337,0.603381,0.603081,0.602453,0.601498,0.600231,0.598684,0.596905,0.594958,0.592919,0.590877,0.588925,0.587162,0.585684,0.58458,0.583928,0.58379,0.584204,0.585182,0.586709,0.588734,0.591174,0.593911,0.596796,0.599649,0.602266,0.604422,0.60588,0.606397,0.605734,0.603663,0.599977,0.594496,0.587076,0.577612
0.586298,0.595539,0.602676,0.607811,0.611087,0.612681,0.612795,0.611648,0.609471,0.606492,0.602935,0.59901,0.594905,0.590786,0.586789,0.583026,0.579576,0.576493,0.573808,0.57153,0.569652,0.568156,0.567013,0.566194,0.565668,0.565406,0.565382,0.565577,0.565973,0.566559,0.567324,0.56826,0.569356,0.5706,0.571977,0.573465,0.575038,0.576667,0.578318,0.579956,0.581544,0.58305,0.584444,0.585703,0.586812,0.587764,0.588563,0.589223,0.589763,0.590213,0.590606,0.590977,0.591363,0.591795,0.592301,0.592898,0.593596,0.594392,0.59527,0.596207,0.597166,0.598103,0.598966,0.599702,0.600258,0.600582,0.600631,0.600371,0.599781,0.598855,0.597603,0.596054,0.594254,0.592264,0.590161,0.588034,0.585982,0.584103,0.5825,0.581267,0.580485,0.58022,0.580517,0.581391,0.582828,0.584783,0.587173,0.589883,0.592763,0.595633,0.598288,0.600503,0.602038,0.602649,0.602095,0.600146,0.596592,0.591252,0.583978,0.574666
